action,deadline,light,next_waypoint,reward,traffic_left,traffic_oncoming,traffic_right,trial_num
left,14,red,right,-1.0,None,None,None,2
right,13,red,right,2.0,None,None,None,2
None,12,red,right,0.0,None,None,None,2
left,11,red,right,-1.0,None,None,None,2
forward,10,green,right,-0.5,None,None,None,2
right,9,red,right,2.0,None,None,None,2
forward,8,red,forward,-1.0,None,None,None,2
None,7,red,forward,0.0,None,None,None,2
right,6,red,forward,-0.5,None,None,None,2
forward,5,red,left,-1.0,None,None,None,2
left,4,red,left,-1.0,None,None,None,2
right,3,red,left,-0.5,None,None,None,2
right,2,green,right,2.0,None,None,None,2
left,1,green,right,-0.5,left,None,None,2
None,0,red,right,0.0,None,None,None,2
right,-1,red,right,2.0,None,None,None,2
None,-2,red,right,0.0,None,None,None,2
forward,-3,green,right,-0.5,None,None,None,2
left,-4,green,right,-0.5,None,None,None,2
None,-5,red,forward,0.0,None,None,None,2
None,-6,red,forward,0.0,None,None,None,2
forward,-7,red,forward,-1.0,None,None,None,2
left,-8,red,forward,-1.0,None,None,None,2
right,-9,red,forward,-0.5,None,None,None,2
left,-10,red,left,-1.0,None,None,None,2
None,-11,green,left,0.0,None,None,None,2
right,-12,green,left,-0.5,None,None,None,2
left,-13,green,forward,-0.5,None,None,None,2
forward,-14,green,right,-0.5,None,None,None,2
None,-15,green,right,0.0,None,None,None,2
left,-16,green,right,-0.5,None,None,None,2
None,-17,red,forward,0.0,None,None,None,2
right,-18,red,forward,-0.5,None,None,None,2
left,-19,red,left,-1.0,None,None,None,2
left,-20,green,left,2.0,None,None,None,2
left,-21,green,forward,-0.5,None,None,None,2
left,-22,green,right,-0.5,None,None,None,2
right,-23,green,right,2.0,None,None,None,2
None,-24,green,right,0.0,None,None,None,2
forward,-25,red,right,-1.0,None,None,None,2
forward,-26,red,right,-1.0,None,None,None,2
right,-27,red,right,2.0,None,None,None,2
right,-28,red,forward,-0.5,None,None,None,2
right,-29,red,left,-0.5,None,None,None,2
right,-30,green,right,2.0,None,None,None,2
None,-31,green,right,0.0,None,None,None,2
right,-32,green,right,2.0,None,None,None,2
None,-33,green,forward,0.0,None,None,None,2
None,-34,green,forward,0.0,None,None,None,2
forward,-35,red,forward,-1.0,None,None,None,2
left,-36,red,forward,-1.0,None,None,None,2
right,-37,red,forward,-0.5,None,None,None,2
None,-38,red,left,0.0,None,None,None,2
None,-39,red,left,0.0,None,None,None,2
right,-40,green,left,-0.5,None,None,None,2
right,-41,green,right,2.0,None,None,None,2
None,-42,green,right,0.0,None,None,None,2
left,-43,green,right,-0.5,None,None,None,2
forward,-44,red,forward,-1.0,None,None,None,2
left,-45,red,forward,-1.0,None,None,None,2
left,-46,red,forward,-1.0,None,None,None,2
forward,-47,green,forward,2.0,None,forward,None,2
right,-48,red,forward,-0.5,None,right,None,2
forward,-49,green,left,-0.5,None,None,None,2
forward,-50,green,left,-0.5,None,None,None,2
left,-51,green,left,2.0,None,None,None,2
right,-52,green,forward,-0.5,None,None,None,2
None,-53,red,left,0.0,None,None,None,2
None,-54,red,left,0.0,None,None,None,2
right,-55,green,left,-0.5,None,None,None,2
forward,-56,red,right,-1.0,None,None,None,2
forward,-57,red,right,-1.0,None,None,None,2
left,-58,red,right,-1.0,None,None,None,2
left,-59,red,right,-1.0,None,None,None,2
forward,-60,green,right,-0.5,None,None,None,2
right,-61,green,right,2.0,None,None,None,2
right,-62,green,right,2.0,None,None,None,2
forward,-63,green,forward,2.0,None,None,None,2
None,-64,green,forward,0.0,None,None,None,2
forward,-65,red,forward,-1.0,None,None,None,2
forward,-66,red,forward,-1.0,None,None,None,2
left,-67,red,forward,-1.0,None,None,None,2
None,-68,green,forward,0.0,None,None,None,2
right,-69,green,forward,-0.5,None,None,None,2
None,-70,red,left,0.0,None,None,None,2
right,-71,green,left,-0.5,None,None,None,2
right,-72,green,right,2.0,None,None,None,2
forward,-73,red,right,-1.0,None,None,None,2
right,-74,red,right,2.0,None,None,None,2
None,-75,green,forward,0.0,None,None,None,2
None,-76,green,forward,0.0,None,None,None,2
right,-77,red,forward,-0.5,None,None,None,2
left,-78,red,left,-1.0,None,left,None,2
left,-79,green,left,2.0,None,None,None,2
forward,-80,red,left,-1.0,None,None,None,2
None,-81,red,left,0.0,None,None,None,2
left,-82,red,left,-1.0,None,None,None,2
right,-83,green,left,-0.5,None,None,None,2
forward,-84,green,right,-0.5,None,None,None,2
None,-85,green,forward,0.0,None,None,None,2
None,-86,red,forward,0.0,None,None,None,2
left,-87,red,forward,-1.0,None,None,None,2
right,-88,red,forward,-0.5,None,None,None,2
None,-89,red,right,0.0,None,None,None,2
left,-90,green,right,-0.5,None,None,None,2
right,-91,red,left,-0.5,None,None,None,2
None,-92,green,right,0.0,None,None,None,2
forward,-93,green,right,-0.5,None,None,None,2
right,-94,red,right,2.0,None,None,None,2
None,-95,red,right,0.0,None,None,None,2
forward,-96,red,right,-1.0,None,None,None,2
None,-97,red,right,0.0,None,None,None,2
None,-98,red,right,0.0,None,None,None,2
right,-99,green,right,2.0,None,None,None,2
None,-100,green,forward,0.0,None,None,None,2
right,25,green,left,-0.5,None,None,None,3
left,24,red,forward,-1.0,None,None,None,3
forward,23,red,forward,-1.0,None,None,None,3
forward,22,red,forward,-1.0,None,None,None,3
left,21,green,forward,-0.5,None,None,None,3
left,20,red,right,-1.0,None,None,None,3
left,19,red,right,-1.0,None,None,None,3
forward,18,red,right,-1.0,None,None,None,3
forward,17,red,right,-1.0,None,None,None,3
right,16,red,right,2.0,None,None,None,3
right,15,red,forward,-0.5,None,None,None,3
None,14,green,left,0.0,None,None,None,3
right,13,green,left,-0.5,None,None,None,3
forward,12,green,right,-0.5,None,None,None,3
None,11,green,forward,0.0,None,None,None,3
None,10,green,forward,0.0,None,None,None,3
right,9,red,forward,-0.5,None,None,None,3
None,8,red,left,0.0,None,None,None,3
left,7,red,left,-1.0,None,None,None,3
forward,6,red,left,-1.0,None,None,None,3
left,5,green,left,2.0,None,None,None,3
None,4,green,forward,0.0,None,None,None,3
None,3,green,forward,0.0,None,None,None,3
forward,2,green,forward,2.0,None,None,None,3
None,1,green,forward,0.0,None,None,None,3
left,0,green,forward,-0.5,None,None,None,3
left,-1,red,right,-1.0,None,None,None,3
None,-2,green,right,0.0,None,None,None,3
left,-3,green,right,-1.0,None,forward,None,3
forward,-4,green,right,-0.5,None,None,None,3
left,-5,red,right,-1.0,None,None,None,3
None,-6,red,right,0.0,None,None,None,3
left,-7,red,right,-1.0,None,None,None,3
right,-8,red,right,2.0,None,None,None,3
None,-9,red,forward,0.0,None,None,None,3
left,-10,red,forward,-1.0,None,None,None,3
forward,-11,green,forward,2.0,None,None,None,3
forward,20,red,right,-1.0,None,None,None,4
right,19,red,right,2.0,None,None,None,4
forward,18,red,right,-1.0,None,None,None,4
forward,17,green,right,-0.5,None,None,None,4
left,16,red,right,-1.0,None,None,None,4
right,15,green,right,2.0,None,None,None,4
right,14,red,forward,-0.5,None,None,None,4
left,13,red,left,-1.0,None,None,None,4
forward,12,red,left,-1.0,None,None,None,4
None,11,green,left,0.0,None,None,None,4
left,10,green,left,2.0,None,None,None,4
None,9,red,left,0.0,None,None,None,4
None,8,green,left,0.0,None,None,None,4
forward,7,green,left,-0.5,None,None,None,4
forward,6,red,right,-1.0,None,None,None,4
left,5,red,right,-1.0,None,None,None,4
left,4,green,right,-0.5,None,None,None,4
forward,3,red,left,-1.0,None,None,None,4
None,2,red,left,0.0,None,None,None,4
left,1,red,left,-1.0,None,None,None,4
right,0,green,left,-0.5,None,None,None,4
right,-1,green,right,2.0,None,None,None,4
forward,-2,green,right,-0.5,None,None,None,4
right,-3,red,right,2.0,None,None,None,4
left,-4,red,forward,-1.0,None,None,None,4
right,-5,red,forward,-0.5,None,None,None,4
None,-6,red,left,0.0,None,None,None,4
left,-7,red,left,-1.0,None,None,None,4
left,-8,green,left,2.0,None,None,None,4
left,-9,red,right,-1.0,None,None,None,4
None,-10,green,right,0.0,None,None,None,4
None,-11,green,right,0.0,None,None,None,4
right,-12,green,right,2.0,None,None,None,4
right,20,red,right,2.0,None,None,None,5
left,19,red,forward,-1.0,None,None,None,5
right,18,red,forward,-0.5,None,None,None,5
right,17,red,left,-0.5,None,None,None,5
right,16,green,right,2.0,None,None,None,5
forward,15,green,right,-0.5,None,None,None,5
None,14,red,right,0.0,None,None,None,5
forward,13,red,right,-1.0,None,None,None,5
None,12,red,right,0.0,None,None,None,5
left,11,green,right,-0.5,None,None,None,5
forward,10,red,right,-1.0,None,None,None,5
None,9,red,right,0.0,None,None,None,5
None,8,green,right,0.0,None,None,None,5
None,7,green,right,0.0,None,None,None,5
forward,6,green,right,-0.5,None,None,None,5
None,5,green,right,0.0,None,None,None,5
right,4,red,right,2.0,None,None,None,5
forward,3,red,right,-1.0,None,None,None,5
forward,2,red,right,-1.0,None,None,None,5
None,1,red,right,0.0,None,None,None,5
right,0,green,right,2.0,None,None,None,5
left,-1,green,forward,-0.5,None,None,None,5
left,-2,red,right,-1.0,None,None,None,5
forward,-3,red,right,-1.0,None,None,None,5
right,-4,green,right,2.0,None,None,None,5
forward,-5,red,forward,-1.0,None,None,None,5
right,-6,red,forward,-0.5,None,None,None,5
None,-7,red,left,0.0,None,None,None,5
None,-8,red,left,0.0,None,None,None,5
None,-9,red,left,0.0,None,None,None,5
right,-10,green,left,-0.5,None,None,None,5
forward,-11,green,right,-0.5,None,None,None,5
right,-12,red,right,2.0,None,None,None,5
None,-13,green,right,0.0,None,None,None,5
forward,-14,green,right,-0.5,None,None,None,5
forward,-15,red,right,-1.0,None,None,None,5
forward,-16,red,right,-1.0,None,None,None,5
None,-17,red,right,0.0,None,None,None,5
None,-18,red,right,0.0,None,None,None,5
forward,-19,red,right,-1.0,None,None,None,5
left,-20,green,right,-0.5,None,None,None,5
right,-21,red,right,2.0,None,None,None,5
forward,-22,red,right,-1.0,None,None,None,5
forward,-23,red,right,-1.0,None,None,None,5
forward,-24,red,right,-1.0,None,None,None,5
right,-25,green,right,2.0,None,None,None,5
None,-26,red,forward,0.0,None,None,None,5
forward,-27,red,forward,-1.0,None,None,None,5
None,-28,green,forward,0.0,None,None,None,5
right,-29,green,forward,-0.5,None,None,None,5
forward,-30,green,left,-0.5,None,None,None,5
right,-31,green,left,-0.5,None,None,None,5
left,-32,green,right,-0.5,None,None,None,5
left,-33,green,left,2.0,None,None,None,5
right,-34,red,forward,-0.5,None,None,None,5
forward,-35,red,left,-1.0,None,None,None,5
right,-36,green,left,-0.5,None,None,None,5
left,-37,red,right,-1.0,None,None,None,5
left,-38,red,right,-1.0,None,None,None,5
right,-39,red,right,2.0,None,None,None,5
None,-40,red,right,0.0,None,None,None,5
forward,-41,red,right,-1.0,None,None,None,5
left,-42,red,right,-1.0,None,None,forward,5
left,-43,green,right,-0.5,None,None,forward,5
None,-44,green,right,0.0,None,None,None,5
forward,-45,red,right,-1.0,None,None,None,5
forward,-46,red,right,-1.0,None,None,None,5
left,-47,red,right,-1.0,None,None,None,5
left,-48,red,right,-1.0,None,None,None,5
right,-49,red,right,2.0,None,None,None,5
right,-50,green,right,2.0,None,None,None,5
forward,-51,green,forward,2.0,None,None,None,5
right,-52,red,forward,-0.5,None,None,None,5
right,-53,green,left,-0.5,None,None,None,5
right,-54,green,right,2.0,None,None,None,5
left,-55,green,right,-0.5,None,None,None,5
None,-56,green,right,0.0,None,None,None,5
right,-57,green,right,2.0,None,None,None,5
left,-58,green,right,-0.5,None,None,None,5
None,-59,red,right,0.0,None,None,None,5
left,-60,green,right,-0.5,None,None,None,5
left,-61,green,forward,-0.5,None,None,None,5
left,-62,red,forward,-1.0,None,None,None,5
left,-63,red,forward,-1.0,None,None,None,5
forward,-64,red,forward,-1.0,None,None,None,5
left,-65,green,forward,-0.5,None,None,None,5
None,-66,green,right,0.0,None,None,None,5
left,-67,green,right,-0.5,None,None,None,5
right,-68,green,right,2.0,None,None,None,5
left,30,green,right,-0.5,None,None,None,6
None,29,red,left,0.0,None,None,None,6
right,28,red,left,-0.5,None,None,None,6
left,27,green,right,-0.5,None,None,None,6
left,26,green,left,2.0,None,None,None,6
None,25,green,forward,0.0,None,None,None,6
None,24,green,forward,0.0,None,None,None,6
None,23,green,forward,0.0,None,None,None,6
None,22,red,forward,0.0,None,None,None,6
left,21,red,forward,-1.0,None,None,None,6
right,20,red,forward,-0.5,None,None,None,6
right,19,red,left,-0.5,None,None,None,6
right,18,red,right,2.0,None,None,None,6
right,17,green,right,2.0,None,None,None,6
None,16,green,forward,0.0,None,None,None,6
left,15,green,forward,-0.5,None,None,None,6
right,14,green,right,2.0,None,None,None,6
right,13,green,forward,-0.5,None,None,None,6
forward,12,green,left,-0.5,None,None,None,6
None,11,green,left,0.0,None,None,None,6
None,10,red,left,0.0,None,None,None,6
left,9,red,left,-1.0,None,None,None,6
right,8,red,left,-0.5,None,None,None,6
left,7,red,right,-1.0,None,None,None,6
right,6,green,right,2.0,None,None,None,6
left,5,green,right,-0.5,None,None,None,6
forward,4,green,right,-0.5,None,None,None,6
right,3,green,right,2.0,None,None,None,6
forward,2,red,right,-1.0,None,None,None,6
left,1,red,right,-1.0,None,None,None,6
left,0,green,right,-0.5,None,None,None,6
forward,-1,green,forward,2.0,None,None,None,6
None,-2,green,forward,0.0,None,None,None,6
None,-3,green,forward,0.0,None,None,None,6
right,-4,green,forward,-0.5,None,None,None,6
forward,-5,red,left,-1.0,None,None,None,6
forward,-6,red,left,-1.0,None,None,None,6
forward,-7,red,left,-1.0,None,None,None,6
forward,-8,red,left,-1.0,None,None,None,6
forward,-9,red,left,-1.0,None,None,None,6
None,-10,green,left,0.0,None,None,None,6
None,-11,green,left,0.0,None,None,None,6
None,-12,green,left,0.0,None,None,None,6
forward,-13,green,left,-0.5,None,None,None,6
None,-14,red,left,0.0,None,None,None,6
None,-15,green,left,0.0,None,None,None,6
None,-16,green,left,0.0,None,None,None,6
None,-17,green,left,0.0,None,None,None,6
forward,-18,green,left,-0.5,None,None,None,6
left,-19,green,left,2.0,None,None,None,6
forward,-20,green,right,-0.5,None,None,None,6
right,-21,red,right,2.0,None,None,None,6
forward,-22,green,right,-0.5,None,None,None,6
right,-23,red,right,2.0,None,None,None,6
None,-24,red,right,0.0,None,None,None,6
forward,-25,red,right,-1.0,None,None,None,6
left,-26,red,right,-1.0,None,None,None,6
right,-27,green,right,2.0,None,None,None,6
forward,20,green,right,-0.5,None,None,None,7
forward,19,green,right,-0.5,None,None,None,7
left,18,green,right,-0.5,None,None,None,7
left,17,green,right,-0.5,None,None,None,7
right,16,red,left,-0.5,None,None,None,7
left,15,red,forward,-1.0,None,None,None,7
forward,14,green,forward,2.0,None,None,None,7
forward,13,red,forward,-1.0,None,None,None,7
right,12,red,forward,-0.5,None,None,None,7
None,11,red,left,0.0,None,None,None,7
None,10,green,left,0.0,None,None,None,7
left,9,green,left,2.0,None,None,None,7
None,8,red,left,0.0,None,None,None,7
None,7,red,left,0.0,None,None,None,7
left,6,red,left,-1.0,None,None,None,7
forward,5,green,left,-0.5,None,None,None,7
None,4,red,right,0.0,None,None,None,7
None,3,red,right,0.0,None,None,None,7
right,2,red,right,2.0,None,None,None,7
right,1,green,right,2.0,None,None,None,7
right,0,red,left,-0.5,None,None,None,7
None,-1,green,forward,0.0,None,None,None,7
right,-2,green,forward,-0.5,None,None,None,7
left,-3,green,right,-0.5,None,None,None,7
forward,-4,green,left,-0.5,None,None,None,7
left,-5,red,left,-1.0,None,None,None,7
None,-6,red,left,0.0,None,None,None,7
forward,-7,red,left,-1.0,None,None,None,7
None,-8,red,left,0.0,left,None,None,7
left,-9,red,left,-1.0,None,None,None,7
forward,-10,green,left,-0.5,None,None,None,7
left,-11,red,left,-1.0,None,None,None,7
None,-12,red,left,0.0,None,None,None,7
right,-13,green,left,-0.5,None,None,None,7
right,-14,red,right,2.0,None,None,None,7
right,-15,red,right,2.0,None,None,None,7
None,-16,green,forward,0.0,None,None,None,7
None,-17,green,forward,0.0,None,None,None,7
forward,-18,green,forward,2.0,None,None,None,7
right,20,red,left,-0.5,None,None,None,8
right,19,red,right,2.0,None,None,None,8
None,18,red,right,0.0,None,None,None,8
right,17,red,right,2.0,None,None,None,8
None,16,green,forward,0.0,None,None,None,8
left,15,red,forward,-1.0,None,None,None,8
right,14,red,forward,-0.5,None,None,None,8
left,13,green,left,2.0,None,None,None,8
None,12,red,forward,0.0,None,None,None,8
right,11,green,forward,-0.5,None,None,None,8
None,10,green,left,0.0,None,None,None,8
left,9,green,left,2.0,None,None,None,8
left,8,red,forward,-1.0,None,None,None,8
right,7,red,forward,-0.5,None,None,None,8
forward,6,red,left,-1.0,None,None,None,8
forward,5,green,left,-0.5,None,None,None,8
forward,4,green,left,-0.5,None,None,None,8
forward,3,red,left,-1.0,None,None,None,8
None,2,red,left,0.0,None,None,None,8
left,1,red,left,-1.0,None,None,None,8
right,0,green,left,-0.5,None,None,None,8
forward,-1,green,right,-0.5,None,None,None,8
left,-2,green,right,-0.5,None,None,None,8
left,-3,red,left,-1.0,None,None,None,8
right,-4,red,left,-0.5,None,None,None,8
right,-5,red,right,2.0,None,None,None,8
left,-6,red,right,-1.0,None,None,None,8
left,-7,red,right,-1.0,None,None,None,8
None,-8,red,right,0.0,None,None,None,8
left,-9,red,right,-1.0,None,None,None,8
left,-10,green,right,-0.5,None,None,None,8
left,-11,green,right,-0.5,None,None,None,8
left,-12,green,left,2.0,None,None,None,8
None,-13,green,forward,0.0,None,None,None,8
forward,-14,green,forward,2.0,None,None,None,8
right,-15,red,forward,-0.5,None,None,None,8
forward,-16,green,left,-0.5,None,None,None,8
None,-17,green,left,0.0,None,None,None,8
right,-18,green,left,-0.5,None,None,None,8
forward,-19,red,right,-1.0,None,None,None,8
left,-20,red,right,-1.0,None,None,None,8
None,-21,red,right,0.0,None,None,None,8
forward,-22,green,right,-0.5,None,None,None,8
right,-23,red,right,2.0,None,None,None,8
right,-24,red,right,2.0,None,None,None,8
left,-25,green,forward,-0.5,None,None,None,8
left,-26,green,right,-0.5,None,None,None,8
forward,-27,green,right,-0.5,None,None,None,8
forward,-28,red,forward,-1.0,None,None,None,8
None,-29,red,forward,0.0,None,None,None,8
None,-30,red,forward,0.0,None,None,None,8
right,-31,red,forward,-0.5,None,None,None,8
right,-32,red,left,-0.5,None,None,None,8
forward,-33,red,forward,-1.0,None,None,None,8
right,-34,green,forward,-0.5,None,None,None,8
right,-35,red,left,-0.5,None,None,None,8
right,-36,red,forward,-0.5,None,None,None,8
right,-37,red,left,-0.5,None,None,None,8
None,-38,red,forward,0.0,None,None,None,8
left,-39,red,forward,-1.0,None,None,None,8
left,-40,green,forward,-0.5,None,None,None,8
left,-41,red,right,-1.0,None,None,None,8
right,-42,red,right,2.0,None,None,None,8
right,-43,green,forward,-0.5,None,None,None,8
forward,-44,green,left,-0.5,None,None,None,8
forward,-45,green,left,-0.5,None,None,None,8
right,-46,red,left,-0.5,None,None,None,8
left,-47,red,right,-1.0,None,None,None,8
right,-48,red,right,2.0,None,None,None,8
left,-49,red,right,-1.0,None,None,None,8
left,-50,green,right,-0.5,None,None,None,8
right,-51,green,forward,-0.5,None,None,None,8
forward,-52,green,left,-0.5,None,None,None,8
right,-53,green,left,-0.5,None,None,None,8
left,-54,green,forward,-0.5,None,None,None,8
forward,-55,green,right,-0.5,None,None,None,8
forward,-56,red,right,-1.0,None,None,None,8
None,-57,red,right,0.0,None,None,None,8
right,-58,red,right,2.0,None,None,None,8
left,-59,green,forward,-0.5,None,None,None,8
left,-60,green,right,-0.5,None,None,None,8
left,-61,green,right,-0.5,None,None,None,8
left,-62,green,left,2.0,None,None,None,8
forward,-63,red,forward,-1.0,None,None,None,8
left,-64,green,forward,-0.5,None,None,None,8
left,-65,red,right,-1.0,None,None,None,8
forward,-66,red,right,-1.0,None,None,None,8
right,-67,red,right,2.0,None,None,None,8
right,-68,red,forward,-0.5,None,None,None,8
right,-69,green,left,-0.5,None,None,None,8
None,-70,green,right,0.0,None,None,None,8
forward,-71,green,right,-0.5,None,None,None,8
forward,-72,red,right,-1.0,None,None,None,8
right,-73,red,right,2.0,None,None,None,8
forward,-74,red,right,-1.0,None,None,None,8
forward,-75,green,right,-0.5,None,None,None,8
forward,-76,red,right,-1.0,None,None,None,8
None,-77,red,right,0.0,None,None,None,8
forward,-78,red,right,-1.0,None,None,None,8
forward,-79,red,right,-1.0,None,None,None,8
left,-80,green,right,-0.5,None,None,None,8
left,-81,green,forward,-0.5,None,None,None,8
None,-82,red,right,0.0,None,None,None,8
None,-83,red,right,0.0,None,None,None,8
forward,-84,red,right,-1.0,None,None,None,8
None,-85,green,right,0.0,None,None,None,8
forward,-86,green,right,-0.5,None,None,None,8
left,-87,red,right,-1.0,None,None,None,8
None,-88,green,right,0.0,None,None,None,8
left,-89,green,right,-0.5,None,None,None,8
forward,-90,red,forward,-1.0,None,None,None,8
right,-91,red,forward,-0.5,None,None,None,8
left,-92,green,left,2.0,None,None,None,8
forward,-93,red,forward,-1.0,None,None,None,8
None,-94,red,forward,0.0,None,None,None,8
left,-95,green,forward,-0.5,None,None,None,8
None,-96,red,right,0.0,None,None,None,8
right,-97,green,right,2.0,right,None,None,8
left,-98,red,forward,-1.0,None,None,None,8
left,-99,red,forward,-1.0,None,None,None,8
right,-100,green,forward,-0.5,None,None,None,8
forward,25,green,left,-0.5,None,None,None,9
None,24,green,left,0.0,None,None,None,9
None,23,green,left,0.0,None,None,None,9
forward,22,red,left,-1.0,None,None,None,9
right,21,red,left,-0.5,None,None,None,9
left,20,red,forward,-1.0,None,None,None,9
left,19,red,forward,-1.0,None,None,None,9
left,18,red,forward,-1.0,None,None,None,9
forward,17,red,forward,-1.0,None,left,None,9
left,16,red,forward,-1.0,None,left,None,9
left,15,green,forward,-0.5,None,left,None,9
right,14,green,right,2.0,None,None,None,9
forward,13,red,forward,-1.0,None,None,None,9
forward,12,red,forward,-1.0,None,None,None,9
left,11,red,forward,-1.0,None,None,None,9
forward,10,green,forward,2.0,None,None,None,9
right,9,green,forward,-0.5,None,None,None,9
right,8,green,left,-0.5,None,None,None,9
None,7,red,right,0.0,None,None,None,9
right,6,red,right,2.0,None,None,None,9
left,5,green,right,-0.5,None,None,None,9
right,4,green,right,2.0,None,None,None,9
forward,3,green,right,-0.5,None,None,None,9
right,2,red,right,2.0,None,None,None,9
left,1,red,forward,-1.0,None,None,None,9
forward,0,green,forward,2.0,None,None,None,9
forward,-1,red,forward,-1.0,None,None,None,9
right,-2,red,forward,-0.5,None,None,None,9
right,-3,green,left,-0.5,None,None,None,9
right,-4,red,right,2.0,None,None,None,9
left,-5,green,right,-0.5,None,None,None,9
None,-6,green,right,0.0,None,None,None,9
left,-7,green,right,-0.5,None,None,None,9
None,-8,green,left,0.0,None,None,None,9
None,-9,green,left,0.0,None,None,None,9
right,-10,red,left,-0.5,None,None,None,9
left,-11,red,forward,-1.0,None,None,None,9
None,-12,red,forward,0.0,None,None,None,9
None,-13,red,forward,0.0,None,None,None,9
right,-14,red,forward,-0.5,None,None,None,9
None,-15,red,left,0.0,None,None,None,9
None,-16,red,left,0.0,None,None,None,9
right,-17,red,left,-0.5,None,None,None,9
right,-18,green,forward,-0.5,None,None,None,9
right,-19,green,left,-0.5,None,None,None,9
None,-20,red,forward,0.0,None,None,None,9
right,-21,red,forward,-0.5,None,None,None,9
right,-22,green,left,-0.5,None,None,None,9
None,-23,red,forward,0.0,None,None,None,9
right,-24,red,forward,-0.5,None,None,None,9
None,-25,green,left,0.0,None,None,None,9
right,-26,green,left,-0.5,None,None,None,9
None,-27,red,forward,0.0,None,None,None,9
right,-28,red,forward,-0.5,None,None,None,9
left,-29,red,left,-1.0,None,None,None,9
None,-30,green,left,0.0,None,None,None,9
forward,-31,green,left,-0.5,None,None,None,9
forward,-32,green,left,-0.5,None,None,None,9
left,-33,red,left,-1.0,None,None,None,9
left,-34,red,left,-1.0,None,None,None,9
right,-35,green,left,-0.5,None,None,None,9
forward,-36,green,forward,2.0,None,None,None,9
left,-37,red,forward,-1.0,None,None,None,9
left,-38,red,forward,-1.0,None,None,None,9
None,-39,red,forward,0.0,None,None,None,9
forward,-40,green,forward,2.0,None,None,None,9
None,-41,red,forward,0.0,None,None,None,9
right,-42,red,forward,-0.5,None,None,None,9
None,-43,green,left,0.0,forward,None,None,9
None,-44,green,left,0.0,forward,None,None,9
forward,-45,red,left,-1.0,None,None,None,9
left,-46,red,left,-1.0,None,None,None,9
forward,-47,red,left,-1.0,None,None,None,9
right,-48,red,left,-0.5,None,None,None,9
right,-49,green,right,2.0,forward,None,None,9
None,-50,red,right,0.0,None,None,None,9
left,-51,red,right,-1.0,None,None,left,9
None,-52,red,right,0.0,None,None,None,9
forward,-53,red,right,-1.0,None,None,None,9
None,-54,red,right,0.0,None,None,None,9
left,-55,green,right,-0.5,None,None,None,9
forward,-56,red,right,-1.0,None,None,None,9
None,-57,red,right,0.0,None,None,None,9
right,-58,red,right,2.0,None,None,None,9
None,-59,red,right,0.0,None,None,None,9
right,-60,green,right,2.0,None,None,None,9
left,-61,green,forward,-0.5,None,None,None,9
forward,-62,red,right,-1.0,None,None,None,9
forward,-63,red,right,-1.0,None,None,None,9
